# $Id$
# $Rev$
# $LastChangedBy$
# $LastChangedDate$
#
# Query Description
# Type of request:                 Extract data from a table
# Name of the selected table:      meandata
# Restrict with the SQL clause:    (bt <= 15.5 and objtype='G' and logd25 between 1.0 and 2.5) 
# OR (objname in ('PGC008328', 'PGC008340', 'PGC008330'))
#
# Display the fields:              objname as NAME,al2000*15 as ra,de2000 as dec, logd25, logr25, pa, bt
# Order by:                        al2000
# Description of each column
# objname as NAME: ----- Object name
# al2000*15 as ra: ----- Right ascension (deg)
# de2000 as dec: ------- Declination (deg)
#  logd25: ------------- Log10 diameter (0.1 arcmin) at mu=25 mag/asec^2
#  logr25: ------------- Log10 major-minor axis ratio
#  pa: ----------------- Position Angle
#  bt: ----------------- Total B-band magnitude
#-----,---,----,-------,-------,---,---
# name, ra, dec, logd25, logr25, pa, bt
#-----,---,----,-------,-------,---,---
NGC0148,8.5645545,-31.7861493,1.296,0.442,90.36,13.114
NGC0150,8.564589,-27.8036183,1.549,0.345,117.11,11.972
PGC002049,8.5666875,-7.2922847,1.025,0.606,124,15.44
NGC0154,8.581083,-12.6562361,1.005,0.051,79.49,15.183
ESO242-014,8.635875,-43.6561667,1.174,0.165,72.88,14.199
IC1555,8.636151,-30.0178819,1.117,0.248,130.31,14.345
NGC0159,8.6479995,-55.7899306,1.146,0.39,95.75,14.87
NGC0155,8.6670795,-10.7665159,1.174,0.062,169.77,14.151
PGC002077,8.670375,-7.9028611,1.001,0.11,65.41,13.92
NGC0157,8.694936,-8.3964957,1.568,0.289,30.97,11.068
PGC002092,8.7282495,-12.4982778,1.071,0.1,178.55,14.91
UGC00346,8.732958,31.9487778,1.005,0.36,126.34,14.748
ESO242-016,8.7966735,-43.9850131,1.008,0.456,118.86,14.957
ESO294-023,8.8046805,-37.5579844,1.046,0.061,115.73,14.729
PGC128430,8.829792,-53.9345278,1.01,0.56,17.69,15.03
ESO150-013,8.860542,-55.5216111,1.01,0.066,25.92,14.82
PGC002121,8.879583,36.501944,1.699,0.222,138,15.2
NGC0161,8.8914165,-2.848704,1.133,0.273,22.17,14.363
IC0034,8.90175,9.1242222,1.448,0.425,155.75,13.768
ESO540-003,8.914488,-20.1253039,1.165,0.336,154.4,13.863
IC1558,8.9442615,-25.3740998,1.447,0.266,133.36,12.87
ESO112-008A,8.9618115,-59.693892,1.095,0.357,36.22,15.07
UGC00355,8.982471,31.870475,1.073,0.476,121.2,14.377
NGC0163,8.999319,-10.1217242,1.154,0.033,,13.684
NGC0160,9.016767,23.9576216,1.297,0.348,45.67,13.612
PGC002160,9.0365625,-7.5373113,1.108,0.245,164.35,14.975
PGC002166,9.052479,-12.2584167,1.13,0.34,138.19,15.35
ESO410-024,9.1141245,-27.7853889,1.077,0.326,111.12,14.421
NGC0165,9.120501,-10.1061221,1.212,0.186,72.49,13.993
ESO150-014,9.156813,-56.9065417,1.31,0.856,107.28,14.96
NGC0168,9.161061,-22.5935245,1.118,0.65,26.84,14.882
ESO410-027,9.21354,-28.3669646,1.223,0.385,43.34,14.477
NGC0169,9.2150415,23.9909167,1.185,0.365,92.51,13.42
NGC0174,9.245562,-29.4778611,1.195,0.357,150.04,13.801
UGC00367,9.27291,25.6989059,1.262,0.31,132.5,14.497
ESO242-018,9.2757285,-46.6440833,1.226,0.181,85.45,14.01
NGC0173,9.301959,1.94225,1.32,0.132,93.89,13.449
NGC0172,9.306657,-22.586996,1.309,0.703,13.54,14.092
ESO150-015,9.3173745,-53.2615278,1.002,0.072,55.32,14.74
UGC00371,9.3382755,29.1493844,1.223,0.876,45.63,15.035
NGC0171,9.3397125,-19.9342711,1.313,0.203,101.91,12.978
PGC129211,9.3781245,-48.9468056,1.092,0.149,69.54,14.81
NGC0177,9.393108,-22.5492583,1.324,0.622,9.9,14.148
NGC0179,9.442761,-17.849483,1.048,0.066,111.06,14.152
ESO411-002,9.4798365,-28.9229144,1.017,0.539,161.38,15.153
PGC002269,9.489579,-9.2526568,1.146,0.106,125.37,13.793
NGC0180,9.4903755,8.6352222,1.342,0.171,163.25,14.187
ESO242-020,9.510141,-46.5176132,1.292,0.284,144.05,14.2
NGC0182,9.551625,2.7285556,1.269,0.155,77.76,13.417
UGC00386,9.598851,15.03959,1.116,0.259,170.18,14.965
NGC0186,9.6054165,3.1664444,1.144,0.226,25,14.723
NGC0183,9.622458,29.5112222,1.01,0.133,128.77,13.742
IC1561,9.6352935,-24.3399565,1.15,0.443,102.96,15.164
IC1562,9.6414165,-24.2734444,1.177,0.029,,13.604
UGC00398,9.7397505,25.6386389,1.069,0.123,17.3,14.536
NGC0185,9.7415835,48.3374306,2.112,0.08,37.63,10.154
NGC0209,9.7648755,-18.6083056,1.055,0.058,6.13,14.091
IC1564,9.771333,6.0210833,1.003,0.305,83.83,14.748
NGC0178,9.784857,-14.1729167,1.325,0.56,3.52,13.043
NGC0192,9.805866,0.8641204,1.314,0.401,165.31,13.431
ESO242-023,9.8148525,-43.0754158,1.197,0.411,130.98,13.873
NGC0196,9.824343,0.9127812,1.104,0.142,10.24,14.428
ESO411-003,9.826041,-27.3492222,1.152,0.41,57.73,14.579
NGC0194,9.8267505,3.0374444,1.239,0.06,41.57,13.11
NGC0193,9.8273745,3.3313333,1.317,0.157,55.33,13.344
UGC00402,9.827541,3.9524444,1.148,0.107,35,14.722
ESO540-009,9.837363,-18.9174658,1.038,0.126,172.19,14.664
IC0040,9.8391255,2.45625,1.022,0.384,14,15.045
NGC0198,9.8457495,2.7979167,1.106,0.037,,13.104
IC1565,9.8596665,6.7341111,1.255,0.01,,14.496
UGC00411,9.8735535,25.6433498,1.067,0.144,101.66,14.465
PGC002378,9.8747085,36.3469444,1.017,0.284,65,14.809
NGC0187,9.8767455,-14.6563096,1.184,0.492,149.2,14
NGC0199,9.8882595,3.1385776,1.058,0.218,159.6,14.61
NGC0201,9.8951715,0.8599237,1.232,0.112,146.01,13.659
NGC0200,9.8952495,2.8873611,1.256,0.247,163.32,13.498
NGC0195,9.8990925,-9.194488,1.086,0.218,68.06,14.209
UGC00418,9.9068985,8.9651887,1.266,0.865,98.05,15.081
NGC0204,9.934416,3.2995833,1.146,0.11,21.98,13.867
ESO411-006,10.018125,-30.5977083,1.088,0.188,165.41,15.22
NGC0212,10.0555215,-56.1530139,1.28,0.127,122.09,14.44
NGC0205,10.092075,41.6853283,2.21,0.228,170,8.896
UGC00429,10.1274585,6.9173333,1.015,0.135,122.92,15.407
ESO242-024,10.131048,-45.9854013,1.179,0.504,37.75,14.591
PGC129206,10.142136,-50.3990691,1.001,0.583,21.75,15.46
NGC0210,10.1458395,-13.8727168,1.697,0.217,163,11.72
UGC00392,10.145931,83.2224703,1.183,0.804,16.25,14.941
IC1571,10.1577615,-0.3306135,1.023,0.101,14.4,14.58
ESO079-005,10.184007,-63.4407206,1.289,0.305,9.51,13.75
PGC002443,10.1926455,-38.3429583,1.005,0.161,92.5,14.72
PGC143679,10.1991465,-59.4856528,1.63,0.32,37.5,14.14
NGC0215,10.2035835,-56.2140278,1.06,0.094,117.96,14.09
UGC00433,10.2651315,31.7328221,1.277,0.74,74.53,14.619
NGC0213,10.291485,16.4694061,1.157,0.113,100,14.72
PGC002465,10.3022895,-13.5462438,1.088,0.15,39.53,14.77
PGC002466,10.314246,-38.4010448,1.07,0.014,,14.595
PGC002470,10.3197825,-5.2857227,1.008,0.133,4,15.1
UGC00439,10.3398795,-1.7159167,1.004,0.007,,13.827
NGC0216,10.362018,-21.0480584,1.129,0.332,26.95,13.704
NGC0214,10.366749,25.4993442,1.274,0.164,42.98,12.937
PGC169999,10.383369,-37.8844071,1,0.05,141.5,14.8
NGC0217,10.3911765,-10.0214821,1.505,0.665,112.85,13.281
PGC002480,10.429146,-9.4394012,1.049,0.275,135.39,15.449
NGC0218,10.4362845,36.3589716,1.024,0.28,,15.444
PGC002492,10.439445,-16.8617143,1.154,0.175,171.33,14.16
PGC002501,10.4602725,-9.3031528,1.166,0.193,148.95,14.604
UGC00444,10.5193335,36.8049722,1,0.153,162,13.949
PGC002496,10.5306465,-14.1227639,1.04,0.18,19.95,14.96
ESO540-016,10.561293,-18.1617203,1.488,0.817,76.26,14.332
PGC002525,10.5617055,-11.4714018,1.138,0.34,75,15.11
NGC0223,10.5661785,0.8454617,1.073,0.182,62.89,14.333
IC0043,10.591917,29.6416111,1.101,0.039,,13.953
IC0045,10.593306,29.6985669,1.046,0.546,51.2,15.16
UGC00455,10.6509645,-1.9952723,1.105,0.063,60.5,14.772
NGC0227,10.653459,-1.528738,1.281,0.123,156.2,13.117
NGC0221,10.6741035,40.8651653,1.889,0.202,170,8.89
ESO474-016,10.719642,-23.5408493,1.141,0.352,120.39,14.086
UGC00457,10.7228655,33.5226476,1.062,0.566,7,15.438
ESO474-017,10.723149,-23.5445113,1.106,0,,14.014
IC1574,10.765236,-22.2475644,1.263,0.419,175.86,14.469
NGC0229,10.769292,23.5091111,1.033,0.35,98.33,14.615
ESO411-008,10.8099645,-27.4934315,1.003,0.228,32.94,15.388
ESO150-020,10.837416,-55.3269167,1.255,0.472,3.33,14.48
NGC0238,10.857291,-50.1827778,1.305,0.101,100.36,13.152
NGC0236,10.8647505,2.9581944,1.06,0.047,,14.438
NGC0237,10.866012,-0.1249684,1.115,0.211,174.34,13.728
PGC002598,10.868601,-6.348789,1.313,0.769,94.29,14.69
NGC0234,10.884903,14.3425582,1.199,0.11,74.06,13.428
IC0048,10.893666,-8.1865,1.051,0.085,171.89,14.007
NGC0233,10.9022505,30.587,1.098,0.052,,13.762
PGC002605,10.924917,23.4762778,1.01,0.21,102,14.805
UGC00465,10.9616295,32.8531886,1.2,0.542,178.5,14.413
UGC00466,10.966179,0.8019261,1.076,0.375,165.36,15.131
PGC002616,10.9764,-4.2453732,1.207,0.625,88.34,15.11
IC0049,10.983879,1.8499479,1.108,0.092,77.27,14.284
ESO029-007,10.99872,-76.5908729,1.017,0.096,90.59,14.78
UGC00469,11.015724,26.2072436,1.137,0.526,130.6,15.224
PGC002629,11.053926,-12.5921114,1.08,0.756,179,15.29
PGC002634,11.090922,-17.3512576,1.141,0.587,126.78,15.18
PGC002635,11.095542,-17.3548666,1.303,0.525,66.3,15.174
ESO150-021,11.2463535,-56.3799861,1.189,0.068,,14.198
NGC0240,11.2579995,6.1133889,1.13,0.022,,14.725
ESO112-009,11.2584165,-60.7603611,1.151,0.383,31.35,15.11
IC1579,11.385,-26.5653611,1.008,0.281,5.83,14.783
PGC002666,11.4163425,38.0388885,1.602,0.125,26,13.55
NGC0244,11.44347,-15.5968728,1.016,0,,13.789
ESO411-010,11.46498,-31.1997042,1.042,0.099,74.71,14.726
ESO540-019,11.490261,-20.6088399,1.034,0.193,115.06,14.826
PGC002684,11.4932265,-7.2822024,1.192,0.383,94.5,13.89
PGC002689,11.514075,-11.50545,1.271,0.064,,14.481
NGC0245,11.5225515,-1.7233806,1.08,0.029,,12.91
IC0050,11.5237695,-9.5030153,1.01,0.072,168.65,14.74
ESO150-022,11.5381155,-55.5683159,1.131,0.512,89.4,14.75
UGC00477,11.5547625,19.4899154,1.476,0.602,168.49,15.263
PGC002703,11.568114,-9.288635,1.112,0.649,176.73,15.369
UGC00475,11.580708,51.2174444,1.137,0.429,103.35,14.824
IC0051,11.600751,-13.442345,1.231,0.184,,13.75
UGC00478,11.6069835,30.2384093,1.136,0.592,116,14.432
UGC00480,11.633496,36.3254069,1.121,0.27,46,13.527
ESO351-005,11.679369,-35.7976971,1.005,0.176,133.49,15.214
PGC002735,11.7038295,-6.5309732,1.086,0.464,36.33,15.187
UGC00484,11.7332775,32.6753208,1.338,0.495,25.33,13.988
PGC002750,11.756481,-52.0510159,1.173,0.075,64.64,14.875
ESO194-038,11.766489,-48.7185581,1.027,0.197,143.04,14.81
PGC002751,11.774208,-52.0503611,1.093,0.34,59.84,15.474
PGC129199,11.782833,-48.8967222,1.007,0.4,20,15.39
UGC00485,11.784408,30.3409189,1.36,0.888,178.74,14.773
NGC0247,11.7857175,-20.7604499,2.294,0.55,166.8,9.665
ESO474-027,11.796333,-26.3823056,1.039,0.192,59.94,14.842
NGC0250,11.816625,7.9099167,1.108,0.276,156.22,14.829
IC1584,11.8273815,27.8274313,1.139,0.06,95,15.023
NGC0254,11.864958,-31.4216944,1.442,0.187,132.72,12.591
NGC0253,11.8879665,-25.2884419,2.428,0.767,52.6,7.935
NGC0247B,11.896515,-20.4286794,1.023,0.404,24.42,14.431
ESO540-025,11.907975,-20.5195141,1.016,0.117,152.04,14.673
ESO411-016,11.914869,-27.947562,1.007,0.339,46.55,15.29
PGC002800,11.943384,-9.8350831,1.246,0.668,21.89,14.435
NGC0255,11.9471085,-11.4687138,1.31,0.044,6.54,12.405
PGC002805,11.948025,-9.8995304,1.481,0.82,83.95,14.292
PGC002812,11.9513475,-9.3787187,1.082,0.18,34.76,14.35
NGC0251,11.9751255,19.5968056,1.244,0.228,99.38,14.211
NGC0252,12.0061365,27.6241627,1.209,0.146,81.66,13.351
NGC0257,12.0062505,8.2970556,1.263,0.142,98.59,13.308
NGC0259,12.013677,-2.7753007,1.456,0.419,41,13.697
ESO013-002,12.016536,-78.5970639,1.099,0.564,138.6,15.33
UGC00492,12.021147,-1.5658001,1.12,0.278,127.8,14.508
NGC0264,12.0872805,-38.2343944,1.1,0.43,110.6,14.5
ESO295-007,12.134166,-40.1730556,1.257,0.886,148.78,15.429
PGC127439,12.1613475,-64.865072,1.008,0.628,114.25,15.45
NGC0262,12.196311,31.9569932,1.069,0.28,,14.244
UGC00501,12.259059,28.2181566,1.253,0.732,109.67,15.212
ESO295-009,12.289362,-39.5406787,1.223,0.829,168.68,15.258
UGC00505,12.3578835,-1.7713962,1.045,0.166,138.68,15.041
ESO243-002,12.3938535,-46.8744028,1.008,0.106,11.92,14.85
UGC00507,12.398802,1.1154245,1.165,0.605,126.8,14.975
UGC00506,12.4120935,22.9322166,1.219,0.096,170,14.521
NGC0266,12.449091,32.2776927,1.453,0.015,,12.647
ESO540-031,12.4570575,-21.0130159,1.212,0.443,34.83,14.991
ESO295-010,12.474204,-39.6397111,1.036,0.31,9.69,14.18
UGC00510,12.4939935,21.719867,1.094,0.602,23.24,15.232
PGC002917,12.5038275,-14.6823739,1.003,0.234,175,15.433
ESO079-007,12.517083,-66.5527222,1.206,0.104,1.89,13.73
NGC0268,12.5398185,-5.1937599,1.153,0.185,92.7,13.539
ESO295-012,12.5866035,-41.24325,1.015,0.192,156.27,14.63
PGC002936,12.6146025,-5.8585261,1.123,0.035,,13.742
NGC0270,12.6354885,-8.6516319,1.248,0.155,29.46,13.775
PGC002948,12.6743745,-52.2199167,1.05,0.12,105.37,14.43
NGC0271,12.674385,-1.910252,1.377,0.27,130.67,13.198
ESO411-022,12.677958,-31.3841667,1.099,0.38,168.49,14.877
ESO150-024,12.6965655,-55.607515,1.22,0.659,155.04,15.44
NGC0273,12.7017825,-6.8856855,1.293,0.562,104.67,13.864
ESO150-025,12.719604,-55.4902361,1.022,0.304,176.48,15.25
NGC0274,12.757866,-7.0570213,1.105,0.07,157.56,13.38
ESO351-011,12.7678035,-32.4225449,1.093,0.309,161.65,14.682
NGC0275,12.76881,-7.066142,1.243,0.1,,12.812
NGC0277,12.8218665,-8.5968403,1.126,0.08,90.84,14.36
ESO013-005,12.837879,-78.8486012,1.005,0.628,144.03,15.421
UGC00525,12.8937735,29.7164216,1.133,0.365,134.84,15.148
ESO243-006,12.987792,-43.4764632,1.084,0.501,51.96,14.984
ESO243-007,13.007802,-42.8808683,1.017,0.37,88.75,15.415
NGC0278,13.0179165,47.5505278,1.372,0.01,,11.494
NGC0279,13.037208,-2.2184444,1.15,0.126,167.05,13.957
UGC00529,13.0507065,29.6770189,1.002,0.71,91.6,14.298
ESO079-007A,13.105062,-65.2234167,1.012,0.334,87.19,15.39
NGC0280,13.1263335,24.3505723,1,0.183,90.37,14.549
ESO002-010,13.171125,-83.8551389,1.131,0.232,108.67,14.286
NGC0282,13.175607,30.6390686,1.097,0.112,50,14.585
NGC0289,13.176354,-31.2058056,1.526,0.126,128.59,11.695
ESO151-002,13.297542,-54.3658889,1.03,0.157,8.85,15.25
NGC0283,13.305042,-13.1639444,1.055,0.263,,15.36
UGC00542,13.361085,29.2703349,1.231,0.629,158.77,14.24
PGC003146,13.375488,-47.3735945,1.03,0.246,76.8,15.259
IC1597,13.383792,-58.1071111,1.206,0.587,152.2,15.02
PGC003155,13.396239,31.4197056,1.079,0.145,,15.354
ESO051-006A,13.397757,-69.5947735,1.026,0.633,60.06,15.35
PGC003156,13.4101245,41.1004167,1.007,0.393,82,15.212
ESO474-039,13.4311125,-27.0497145,1.133,0.693,17.63,14.731
IC1594,13.438851,-47.6474697,1.098,0.506,129.34,15.172
IC1595,13.445643,-45.1877007,1.161,0.747,12.37,15.378
ESO351-018,13.4540625,-33.2952083,1.116,0.485,2.67,15.262
PGC003173,13.469724,0.9795997,1.005,0.188,165.62,15.405
ESO411-028,13.475292,-31.0955278,1.234,0.139,37.89,13.984
UGC00547,13.4805645,24.7721306,1.001,0.24,20.76,15.248
ESO079-008,13.5576465,-62.4553889,1.098,0.213,151.47,14.582
NGC0293,13.56651,-7.2354777,1.049,0.25,15.37,15.05
PGC127812,13.5767715,-61.8928889,1.29,0.24,12.33,13.41
UGC00548,13.5954585,31.6651389,1.055,0.072,95,14.739
PGC003206,13.620333,-65.8560278,1.056,0.231,78.03,15.283
ESO295-019,13.63467,-40.7160451,1.016,0.506,160.07,15.229
ESO195-014,13.6374795,-51.2586528,1.019,0.423,127.52,15.31
IC1598,13.674042,5.7738611,1.004,0.3,3,14.969
IC1596,13.678461,21.5225154,1.275,0.4,118.5,14.999
UGC00554,13.6947915,28.7166944,1.02,0.401,122.25,15.452
IC0057,13.7022915,11.8411111,1.013,0.029,,15.483
UGC00555,13.7026515,28.8667874,1.016,0.766,27.75,14.827
NGC0300,13.7230245,-37.6844766,2.288,0.172,114.35,8.762
ESO411-029,13.7270445,-32.0317073,1.1,0.214,1.72,14.937
UGC00563,13.7488335,1.3808056,1.072,0.293,21.4,15.036
ESO351-021,13.7495835,-35.3213889,1.027,0.023,,14.768
PGC003244,13.755291,-3.0803611,1.03,0.119,33.25,15.245
ESO541-001,13.7631255,-19.006,1.263,0.19,7.49,13.92
UGC00562,13.780968,31.5426215,1.348,0.404,163.84,13.092
ESO243-011,13.80639,-43.9164311,1.036,0.228,47.51,14.644
ESO195-017,13.936917,-50.4640278,1.004,0.219,91.72,14.867
IC1602,13.9661415,-9.9856584,1.032,0.128,149.03,15.437
ESO112-011,13.987602,-59.667005,1.213,0.696,126.88,15.17
NGC0304,14.0251245,24.1268611,1.067,0.188,175,13.965
ESO151-004,14.031042,-53.1894167,1.148,0.448,160.33,14.86
ESO151-005,14.0342505,-52.8293333,1.049,0.243,164.57,14.976
PGC003335,14.051682,-14.2756126,1.034,0.317,178.5,15.08
ESO243-012,14.062467,-47.064372,1.056,0.31,61.15,14.975
NGC0312,14.0663745,-52.7826806,1.265,0.124,65.26,13.411
UGC00579,14.0670825,-1.2554577,1.172,0.115,40.4,14.396
NGC0307,14.1357495,-1.7719444,1.208,0.379,79.44,13.759
PGC128487,14.170188,-52.5195556,1.014,0.211,81,14.91
NGC0323,14.173542,-52.9758889,1.26,0.077,166.19,13.569
NGC0309,14.1777015,-9.9138734,1.348,0.059,,12.728
ESO151-012,14.196708,-53.0973611,1.182,0.297,116.54,13.972
PGC130098,14.229231,-46.9749647,1.07,0.16,75.96,15.21
NGC0328,14.2401165,-52.9239667,1.391,0.538,102.59,14.071
PGC003403,14.2454115,-30.7820638,1.052,0.334,67,15.073
IC1603,14.246541,-45.4121451,1.15,0.406,112.37,14.63
UGC00588,14.258613,-0.8751527,1.048,0.123,29.43,14.867
IC0061,14.280084,7.5070833,1.126,0.014,,15.226
NGC0322,14.2917675,-43.7271721,1.06,0.306,153.64,14.334
NGC0324,14.311671,-40.9591504,1.169,0.376,94.67,13.95
ESO411-033,14.3488755,-30.9666667,1.125,0.477,5.16,15.275
NGC0311,14.3858655,30.2807902,1.134,0.295,118,14.001
IC1605,14.4066225,-48.9027015,1.225,0.095,142.64,13.72
NGC0317A,14.4128745,43.8006667,1.081,0.1,7,15.43
PGC173205,14.437593,-0.4194665,1.049,0.163,21.98,14.658
ESO411-034,14.4455145,-27.5016522,1.233,0.108,85.85,13.454
NGC0325,14.449485,-5.1121039,1.074,0.708,90.13,14.918
NGC0315,14.453676,30.3523544,1.457,0.126,44.96,12.206
ESO151-015,14.4803595,-54.7073093,1.113,0.708,40.34,15.3
NGC0327,14.480667,-5.1304167,1.144,0.346,1.5,14.302
PGC093962,14.4995835,-66.8161667,1.07,0.28,116.59,15.04
NGC0329,14.506605,-5.0712377,1.201,0.397,9.52,14.312
PGC003475,14.545578,-8.2170115,1.151,0.138,63.13,14.607
PGC003481,14.5824195,-15.3918853,1.141,0.31,68.81,14.867
UGC00602,14.597166,36.7305,1.113,0.22,117,14.671
PGC003486,14.5992495,-8.40775,1.219,0.209,101.74,13.97
PGC003504,14.6650005,50.0451389,1.282,0.66,16.5,15.229
NGC0332,14.7046665,7.1112778,1.136,0.02,,14.824
NGC0334,14.707521,-35.1160417,1.034,0.224,178.09,14.625
NGC0333,14.713794,-16.4692248,1.176,0.273,115.51,14.903
ESO541-004,14.741631,-18.7426428,1.468,0.336,25.03,13.215
ESO002-011,14.75397,-86.285088,1.017,0.261,50.8,14.995
NGC0335,14.8325175,-18.2346783,1.106,0.488,134.98,15.164
PGC003547,14.8487385,-4.8032434,1.369,0.599,179,14.705
IC1608,14.851488,-34.3289024,1.311,0.476,170.98,13.706
IC0064,14.851638,27.0591463,1.011,0.197,147.92,15.097
ESO351-028,14.8725645,-36.1866009,1.14,0.505,76.42,14.558
PGC003557,14.8961985,-12.4389497,1.049,0.53,36.73,15.19
UGC00614,14.901,35.5603056,1.123,0.263,66.72,14.022
IC1609,14.94426,-40.3335144,1.052,0.056,44.36,13.728
NGC0337,14.9585115,-7.5780176,1.465,0.189,,12.007
ESO013-007,14.9992245,-79.9569122,1.021,0.677,150.12,15.49
ESO051-011,15.001167,-68.1272639,1.032,0.07,140.78,14.09
PGC003584,15.0171645,-11.0826391,1.15,0.08,123.69,14.248
ESO541-008,15.0382335,-18.6268288,1.016,0.132,20.37,14.647
ESO351-030,15.03885,-33.709,1.056,0.091,99.52,10.368
UGC00622,15.1171665,47.9952222,1.071,0.226,160.67,14.163
IC0066,15.135396,30.7971776,1.09,0.47,123.6,14.934
NGC0338,15.1519575,30.6687088,1.244,0.425,107.33,13.558
PGC003613,15.158649,-7.9809924,1.115,0.057,32.52,15.275
NGC0341,15.190956,-9.1857131,1.097,0.041,,13.97
ESO002-012,15.191187,-85.5229103,1.288,0.857,51.59,15.35
IC0065,15.2308665,47.6820135,1.409,0.543,154,13.603
UGC00633,15.3383055,31.5077314,1.146,0.57,9.43,14.791
UGC00634,15.354675,7.6258836,1.225,0.199,35,15.063
NGC0337A,15.391296,-7.588158,1.42,0.183,8,12.899
ESO151-018,15.398949,-53.2006632,1.201,0.658,165.78,14.81
PGC473921,15.4251645,-49.7217401,1.08,0.193,108.33,15.23
IC1610,15.427416,-15.5677418,1.202,0.054,110.33,13.86
NGC0349,15.4614165,-6.7998333,1.127,0.063,,14.047
NGC0351,15.4909935,-1.9367167,1.185,0.309,139.99,14.116
UGC00638,15.522333,26.9518841,1.11,0.136,99.73,15.123
NGC0352,15.53838,-4.2454955,1.36,0.468,170.15,13.538
ESO151-019,15.5856435,-54.3258262,1.203,0.24,34.77,14.92
NGC0353,15.602205,-1.9590418,1.101,0.442,22.61,14.627
ESO541-013,15.6740415,-21.8821389,1.203,0.278,16.38,14.689
ESO013-009,15.682737,-80.2339064,1.224,0.556,121.3,14.93
ESO475-008,15.7114785,-24.2197639,1.05,0.165,137.34,15.281
NGC0360,15.7142985,-65.6099783,1.601,0.843,145.56,13.43
PGC003741,15.71853,-4.7619115,1.123,0.251,83,14.74
NGC0356,15.779583,-6.9883889,1.242,0.27,,14.08
NGC0357,15.841146,-6.3392361,1.325,0.098,4.2,13.158
PGC003769,15.850398,-10.8554754,1.012,0.272,153.72,15.031
UGC00646,15.859836,32.2373374,1.219,0.415,103.03,14.816
PGC137485,15.8757915,56.5084444,1.021,0.53,170.5,15.42
PGC1977633,15.919224,32.047846,1.06,0.63,114.67,15.29
UGC00654,15.997458,21.2254167,1.287,0,,14.723
UGC00655,16.005945,41.841715,1.401,0,,15.077
IC1615,16.0293765,-51.133145,1.125,0.349,148.4,14.3
ESO079-015,16.05525,-62.5224167,1.016,0.049,,14.79
IC1617,16.0697925,-51.032807,1.13,0.444,123.82,14.6
UGC00661,16.0699725,-1.0749554,1.069,0.389,103.58,14.649
NGC0359,16.0707165,-0.7648801,1.107,0.18,135.82,14.422
ESO295-031,16.0776255,-40.1475556,1.051,0.25,100.46,14.728
NGC0365,16.0780035,-35.1214611,1.005,0.224,4.66,14.25
UGC00659,16.0782915,18.6965556,1.013,0.651,157.52,15.446
ESO195-029,16.123959,-51.4604444,1.203,0.367,115.87,15.06
PGC003832,16.1541165,-2.5434111,1.054,0.184,127,14.59
NGC0364,16.170231,-0.8027232,1.147,0.39,33.1,14.242
ESO295-032,16.1754705,-37.636758,1.025,0.381,17.87,14.758
IC1613,16.199166,2.1177314,2.263,0.029,,10.009
PGC003845,16.2267495,-46.9995,1.068,0.176,118.74,14.38
IC1616,16.234134,-27.4292598,1.211,0.036,,13.407
PGC003847,16.2494925,-46.075885,1.11,0.244,44.06,14.69
PGC003853,16.2703125,-6.212375,1.615,0.133,45,12.428
ESO243-024,16.2957495,-46.3545,1.008,0.352,78.35,14.802
PGC003861,16.328583,-5.4225833,1.02,0.153,112.31,15.44
PGC003868,16.33443,-47.2007474,1.013,0.032,,14.925
ESO475-009,16.354524,-23.0205237,1.07,0.414,33.62,15.395
ESO243-026,16.408098,-47.0717157,1.158,0.827,51.71,15.5
PGC003908,16.5497895,25.551734,1.004,0.685,10,15.413
NGC0378,16.5508965,-30.178125,1.183,0.136,74.76,13.8
IC1621,16.594059,-46.7252544,1.14,0.507,,14.62
ESO113-011,16.6018755,-58.7858333,1.013,0.114,78.94,14.839
PGC003926,16.6351665,-23.6787639,1.083,0.187,165.96,14.9
PGC003939,16.7068335,-45.8248056,1.019,0.128,126.55,14.65
UGC00670,16.709667,75.6003611,1.027,0.041,,15.144
ESO013-012,16.7594415,-80.3077015,1.393,0.515,154.74,13.55
NGC0374,16.7738475,32.7950664,1.114,0.352,176.74,14.228
ESO295-038,16.7963475,-41.9166138,1.137,0.216,44.76,14.163
ESO243-031,16.810791,-46.6219722,1.036,0.48,136.43,15.07
NGC0379,16.8157725,32.5202425,1.149,0.318,1.66,13.806
NGC0380,16.8229935,32.4824771,1.16,0.031,,13.541
UGC00685,16.843416,16.6839648,1.007,0.144,122.66,14.369
NGC0383,16.853778,32.4126615,1.378,0.078,7.64,13.061
NGC0384,16.854102,32.2924746,1.041,0.149,135,14
NGC0406,16.8548175,-69.8793354,1.387,0.344,161.93,13.05
NGC0385,16.8632295,32.3198244,1.081,0.122,160,13.906
ESO113-012,16.8775275,-61.3386884,1.021,0.172,81.59,15.227
UGC00690,16.886502,39.4001061,1.225,0.16,96.65,13.708
ESO352-007,16.8999675,-33.6379008,1.174,0.309,43.21,14.9
IC1625,16.927416,-46.9075556,1.255,0.107,9.26,13.007
IC1623A,16.9450665,-17.5069722,1.023,0.083,63.37,14.26
UGC00698,16.9834995,2.5458056,1.048,0.54,86.6,15.44
UGC00697,17.019792,33.4532778,1.063,0.314,78.89,14.595
IC1627,17.045211,-46.0941082,1.209,0.4,139.25,13.72
ESO243-035,17.047458,-47.1356674,1.058,0.094,149.94,14.605
